Series Name,Series Code,Country Name,Country Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Spain,ESP,102.1105504,97.87222538,96.5834625,96.84684935,96.54807241,100,101.1469482,99.64168948,97.66468199,98.18705285,101.548333,98.39111597,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Sri Lanka,LKA,99.82563201,90.65201506,89.43514606,93.61142671,97.50596587,100,104.0315271,105.3354884,105.6030862,103.7294277,106.1912696,97.28966705,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,St. Kitts and Nevis,KNA,107.3004076,100.5166346,102.2586699,96.19619086,95.21061103,100,100.1440917,98.00583284,94.51332943,92.6052092,92.49434788,87.39291792,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,St. Lucia,LCA,121.3476501,127.8580063,130.923094,130.0176,128.03499,100,90.25971418,96.57257892,103.7657006,101.4048127,93.22657391,99.27496443,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,St. Martin (French part),MAF,..,..,..,104.6840357,104.0398262,100,98.84491895,107.2911567,111.8240753,110.4921908,110.7456753,109.3479041,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,St. Vincent and the Grenadines,VCT,103.0053676,95.665721,97.09499387,94.09721544,93.93878673,100,97.89330678,103.2585953,114.2392391,93.97154674,84.2793102,185.8252477,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Sudan,SDN,..,..,132.50143,125.4990176,128.7583784,100,96.10326303,107.6715722,106.5071149,113.2201,116.8786399,99.79779631,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Suriname,SUR,107.2403464,111.6508395,114.852275,104.7474266,99.51349845,100,109.3310126,108.6430384,105.5119356,115.1463645,142.1421786,133.3574588,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Eswatini,SWZ,108.566913,107.7269386,102.1557615,99.97941648,99.98756213,100,109.9273642,106.0863736,99.82851592,94.05352398,98.13611982,105.6870628,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Sweden,SWE,102.7611882,100.3477122,99.48176649,99.1416566,99.39777453,100,99.51203769,97.75890366,97.15869866,99.08928263,99.06227962,99.92993174,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Syrian Arab Republic,SYR,88.13112295,93.57181629,94.33904055,94.97369619,94.63011684,100,98.9198857,99.55736166,96.08807108,98.35123665,96.062595,87.62299455,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Tajikistan,TJK,118.8441236,118.0376597,102.0254556,99.82527627,98.49811596,100,112.1702392,126.4839252,129.9368215,120.7258938,126.6259418,135.5364348,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Tanzania,TZA,91.7071316,97.69982967,96.80716839,90.84913566,88.69286562,100,107.545426,104.1115728,101.0347264,105.6175576,121.8476074,117.2939393,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Thailand,THA,98.46405155,93.7017224,92.38941204,93.93023771,93.84403179,100,102.4681571,100.7010709,98.53646981,98.59484416,101.7556296,101.6576833,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Togo,TGO,97.92824344,102.1372602,103.0596316,97.48002743,95.60539139,100,104.9911682,103.1012057,104.6769731,103.0949511,105.8439389,101.8886736,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Tonga,TON,94.95257014,86.89935183,83.84161467,87.08020785,89.639541,100,106.8701217,102.2322159,97.73270934,101.9655162,107.534617,98.03249095,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Trinidad and Tobago,TTO,92.43158529,101.7440138,104.3132613,104.3297369,107.6505707,100,89.20595824,94.96196941,99.72327762,85.12563237,74.79129979,115.2847707,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Tunisia,TUN,108.2178761,108.1585724,103.928741,108.8441756,108.7612196,100,101.4893908,97.54815346,96.53600445,96.14944154,99.53379763,91.21856294,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Turkiye,TUR,93.91738551,91.10665337,90.98093802,92.55002473,93.90873039,100,104.0498405,98.6076511,94.97214372,94.73351119,99.61283228,88.63603634,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Turkmenistan,TKM,118.2732015,128.9653202,133.9966557,136.0913279,133.2121245,100,73.05765078,90.5201548,110.7291317,72.98331422,54.55676495,184.8951931,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Turks and Caicos Islands,TCA,114.6000482,113.9954787,110.5939741,107.6312985,108.0030999,100,101.3093407,99.55437297,101.6193225,99.5609825,98.73661295,94.14517248,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Uganda,UGA,97.64199048,103.9552463,95.5057504,91.74976181,97.978411,100,106.0308761,102.8393812,95.00714457,97.70919202,104.307575,108.1127514,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Ukraine,UKR,122.399603,127.4742133,113.4774985,113.1414348,109.1130012,100,99.79253112,101.45574,101.0040225,100.9032201,105.9686428,128.236711,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,United Arab Emirates,ARE,105.6026428,117.5718424,118.2216589,119.6762851,118.2314265,100,95.65400077,102.6888773,110.2376699,106.5356213,98.2129366,117.3702497,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,United Kingdom,GBR,90.80161376,92.81280342,86.57934716,109.4120803,99.82996719,100,89.76055071,91.75553205,96.51743743,86.96136123,83.2292789,95.1855276,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,United States,USA,97.08201893,94.59459459,94.68085106,95.34050179,95.86956522,100,100.0834725,99.594485,99.84264359,100.3187251,100,104.6546547,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Uruguay,URY,87.35882869,89.4172252,92.85115607,94.4571001,98.13572576,100,102.7683113,102.3420801,97.41214312,100.4017764,107.6139708,103.9403548,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Uzbekistan,UZB,103.3572852,120.2661208,109.1259791,108.4933946,105.6768051,100,98.93278652,103.5521385,108.5302624,104.2293995,107.5876489,163.6843927,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Vanuatu,VUT,90.18133369,84.87559037,83.65882393,88.07812084,92.7811628,100,108.332622,107.4652023,102.4077417,103.7027269,102.9756781,101.8232998,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Venezuela, RB",VEN,150.0056759,180.2819505,181.1861271,179.7394757,173.8318063,100,86.18482657,95.85197884,121.1817316,104.0750359,80.47041224,101.4943622,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Viet Nam,VNM,96.50947922,96.05977622,95.85738272,95.80829562,97.89003217,100,103.8457475,104.2102251,102.5841634,105.0521391,104.2807071,101.6808563,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,West Bank and Gaza,PSE,92.94492449,88.35074151,87.57920208,87.97017897,91.30143906,100,103.0609106,99.1785314,92.48248247,94.71269506,98.09574426,67.51522465,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Yemen, Rep.",YEM,116.1237371,124.3948274,128.8545735,127.6275414,125.2074289,100,95.51242629,105.8535395,118.4928268,114.0583734,95.68579218,131.0208679,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Zambia,ZMB,118.6459922,122.4627709,112.9836754,108.1739183,104.4676198,100,97.43832768,108.2090304,103.0574629,99.75823282,101.7253983,122.4752537,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Zimbabwe,ZWE,100.9775573,99.7167639,94.39635766,92.46091534,95.9561147,100,103.2426033,102.9828626,100.2339162,103.4307124,109.4177269,97.83623249,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Afghanistan,AFG,2435844906,2485331046,2580623924,2587774667,2529865268,2596917266,2596050086,2751986639,2678760424,2661685957,3040072312,3555784340,3393247242
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Albania,ALB,5436572732,6484194296,7384475900,8647046116,8512452310,8447046911,8516222980,9801454504,9651086367,9274545229,10477366101,11054877742,10454989642
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Algeria,DZA,7252969909,6053727067,5515694092,5245606716,5521188949,4671396333,5463001797,5706818289,5710491550,5492379099,5177878074,7378779147,7129257356
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Angola,AGO,26795572705,34679553283,36165323895,43350110779,45924334306,48771532654,57434097528,58745881699,61791490177,62292159790,65387403243,66086652745,60106552628
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Argentina,ARG,1.26642E+11,1.42885E+11,1.39878E+11,1.50225E+11,1.53794E+11,1.77185E+11,1.81639E+11,2.25925E+11,2.77827E+11,2.80685E+11,2.55558E+11,2.46307E+11,2.47681E+11
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Armenia,ARM,6307170669,7410792665,7640566516,8681090391,8555656187,8831021221,9855623087,10228295739,10725730269,11884488146,12599980396,13801512363,14715170888
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Azerbaijan,AZE,7285505104,7722133655,10856678607,10596759022,12117384321,13337861420,14608834694,15439551135,16583157328,16539074382,16478249028,15647994867,15277053818
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Bangladesh,BGD,26571755072,27046084648,29155976742,32454687017,35271839355,38704937144,41569252898,51068283465,57125459321,62468325029,73550857817,91477590072,97011656308
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Belarus,BLR,28412146649,33932546341,33755733316,39573469218,40013829088,38257921211,37515947698,39584221158,38767563257,40734118642,41792363746,41653683788,39915256023
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Belize,BLZ,1303876871,1274688747,1196357128,1248681028,1286357300,1279832151,1290298703,1338924309,1348898447,1377529087,1526004211,1450204243,1465237940
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Benin,BEN,1596498355,1864410779,1673174365,1997570045,2041339869,2170545281,2258154533,2798768709,3589620964,3919943010,5259325040,6821309315,7307162249
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Bhutan,BTN,934629272.1,1070492250,1449649027,1528150561,1841155641,2011104023,2289670352,2607950877,2551977085,2703804732,3036756638,3068867964,2960243054
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Bolivia,BOL,5776504656,6181999153,6617099948,8141786768,8884014490,9895204080,10994252972,12990057752,13248377783,14301150537,15420129054,16025613524,15930334885
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Bosnia and Herzegovina,BIH,14289296948,12345114957,12998206081,13780032960,13082372491,11614129610,11630871770,13028529320,12935844520,12702643574,13865863815,13026483950,12884791161
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Botswana,BWA,1806938427,2395188969,2526373031,2388279492,2499532552,2236640614,2126448972,1741386787,1782037130,1565096394,1597427935,1981527906,1968480647
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Brazil,BRA,3.52364E+11,4.04046E+11,4.40497E+11,4.83735E+11,5.5692E+11,5.43397E+11,5.43257E+11,5.43E+11,5.57765E+11,5.68709E+11,5.493E+11,5.71507E+11,5.78599E+11
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Bulgaria,BGR,50697349715,47739502726,51428607356,51652240788,47074927807,40378595625,39994027753,40989144704,40103456193,40501402415,46867045227,44946801414,47206483345
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Burkina Faso,BFA,4799877861,5973120089,7434757337,8941849034,10298023833,12597759899,10248405382,12768155916,10621434778,9156789203,9755974315,10295692321,10380668432
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Burundi,BDI,620881162,605057004.8,663926347.2,680219691.9,691128126.4,626941607.8,603735776.7,607511362.7,585666019,625368017.3,662467566.7,975830735.5,954289431.9
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Cabo Verde,CPV,884895435.6,1041521701,1248874439,1492969491,1551105789,1550559212,1552092414,1790393204,1767959868,1822340821,2072584760,2060326348,2011233514
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Cambodia,KHM,4010466367,4655287804,6749242998,7619793338,8320161444,9438769398,10063760400,11434259074,13548715758,15362550605,17593817433,20050196517,22470886966
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Cameroon,CMR,3190178369,3094521348,3887899905,5177990160,5765541169,7304904667,7890233642,10048676392,11003804940,12924439476,14720283846,15373626443,15095520461
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Central African Republic,CAF,634315034.6,571183516.3,577205381.3,597631051.4,661613485.4,690626853.7,694648759,721865032.8,784431039.9,848332900.5,899190573.4,1118042891,1018228457
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Chad,TCD,2157556371,2331370125,2346572489,2910578276,3724337230,2798645241,2857894669,3134245757,3180873066,3216211690,3487196050,3585529285,3470952821
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Chile,CHL,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,China,CHN,7.42737E+11,1.05421E+12,1.14816E+12,1.48048E+12,1.77838E+12,1.33377E+12,1.4139E+12,1.71082E+12,1.96156E+12,2.11416E+12,2.32623E+12,2.70225E+12,2.38874E+12
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Colombia,COL,64432098617,76162726605,79245410685,92638387678,1.04602E+11,1.13362E+11,1.20824E+11,1.2609E+11,1.33285E+11,1.38942E+11,1.55728E+11,1.72107E+11,1.84118E+11
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Comoros,COM,278373937.8,275725988.2,252320769.6,142571305,136793606.4,125602671.9,175006571.8,181646215,240025939.8,259253198.6,296639093.2,350292378.6,368721651
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,"Congo, Dem. Rep.",COD,6127402046,5564480445,5806509182,6423232452,6150645726,5996709516,5690740596,5819657762,5826110288,6487300434,7084444449,9186211933,9432253640
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,"Congo, Rep.",COG,2796299602,3191826926,3585365798,4201103944,5724086141,6776694503,6666379339,7327526315,7043574268,8397253562,8223741439,8254233304,7895122663
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Costa Rica,CRI,8154409880,10271452442,14310369459,17134572925,19722088699,23588779506,25562670955,25615909361,28369279758,29800758229,31269331815,34107656209,38946101897
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Cote d'Ivoire,CIV,11703427490,12791036140,9543206492,9855297626,9805804584,11387731267,11457186654,13449134231,16197579095,19831484538,25245720345,29895086912,31959962224
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Czechia,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Denmark,DNK,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Djibouti,DJI,768541095.7,769520335.7,802385752.1,820599815.1,943103980.6,1227496570,1702240895,2266964233,2321379195,2552579803,2900369858,3206547225,3170043905
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Dominica,DMA,271398373.2,280448697.4,304777493.7,309862659,308231897.2,317214934.8,300168362.9,299719824.9,278303809,277942461.4,329092931.5,377979729.3,400731257.3
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Dominican Republic,DOM,13498619112,15097329632,22101544978,23957826085,26269413480,26727445940,28291425525,29455812952,31864082652,35095621459,40559732187,43884654718,48242931252
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Ecuador,ECU,15377007844,16167801266,16249091446,19080458389,24971316037,28392958561,35382005444,41157198886,44959257841,51895193769,56423149419,58070204213,60684713935
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,"Egypt, Arab Rep.",EGY,36803931990,35208762811,40061753452,46534987115,41772774971,49873938936,69188517055,84587108845,99457163486,1.1491E+11,1.32572E+11,1.45995E+11,1.63104E+11
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,El Salvador,SLV,11495710497,12729163389,13548206071,14131937323,15168975769,15570377313,16566778004,17179362768,16724734484,17398214892,18479126634,20326023715,21299072243
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Eritrea,ERI,1037276234,1050966567,990917322.4,943357437,906782925.5,873287801.3,797254598.7,820766657.9,791199901.6,771710773.6,789671429.3,761804727.5,715304699.5
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Ethiopia,ETH,7287411659,8607523905,10465118050,12585463066,16946037499,20443875424,23396722284,26170602395,27842524864,28377335498,30363947104,29983672807,28610147243
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Fiji,FJI,1107442022,1355509518,1270343604,1284885540,1291245045,1232759435,1297960843,1267715374,1245969658,1344386627,1518444489,2028852201,2536846052
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Finland,FIN,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,France,FRA,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Gabon,GAB,2914864858,3182959184,3241048493,4822851464,4646619426,5127734759,5364300906,6545200064,6858896106,7253326080,7695219852,7806030500,7954498191
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,"Gambia, The",GMB,543809679.3,515906627,565576213.2,582880967.8,558419261.5,586005734.1,575212239.2,710007476.1,735856034.3,813284955.9,928863762.5,1081432814,1129548425
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Georgia,GEO,8790390910,10817606103,12624705945,13603272111,14157391180,14874617981,16320114022,16423919315,17326169250,18756970084,20088955015,22053309339,23981724306
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Ghana,GHA,17984659771,21317880742,23136954992,28487110594,28481344138,31269213548,34826564166,33798809880,35582425739,32568577782,40647060280,44746860970,44839810520
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Greece,GRC,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Grenada,GRD,560589966.8,532309611.8,589250059.8,586831002.2,637672103.3,601161099.1,622125784.3,561492097.2,554451757.1,525463057.5,658538747.6,725553605.6,670046333
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Guatemala,GTM,15043073564,16281345424,15367094882,17484024751,19511836132,20378217942,21129829604,23264893724,24274929981,25034633139,24813115712,26951811120,24991586615
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Guinea,GIN,3245354176,3209403952,1341955983,1681618744,1844271889,2042183634,2222977723,2394264523,2594809528,3539751345,4108722186,4607551461,4929016068
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Guinea-Bissau,GNB,1095516336,277939878.3,275813029.5,289510655.1,327785895.4,394321266,386161383.1,453234189.7,547478154.5,647787480.4,863436889.6,1072516429,1020898096
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Guyana,GUY,1408397852,2006674225,1974205213,2302019509,2341948616,1636917068,1643860201,1582078488,1607000664,1530459138,1506687263,1889705076,2386873653
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Haiti,HTI,959066834.3,775845587.7,1163440320,1569393746,1951930400,2096138364,2167818423,2169815133,2219747747,2213887989,2317684494,2604100585,2560103667
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Honduras,HND,4008010904,4419294950,5086106376,6867621044,7369414616,7626993494,7614296900,8741578894,9167106738,9744777220,11065113770,12494060703,12608788823
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,India,IND,2.90428E+11,3.34399E+11,3.92576E+11,4.27245E+11,4.57507E+11,4.78831E+11,4.55542E+11,5.11576E+11,5.21176E+11,5.61017E+11,5.64979E+11,6.11987E+11,6.16863E+11
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Indonesia,IDN,1.98278E+11,2.19629E+11,2.52623E+11,2.63644E+11,2.92565E+11,3.0775E+11,3.18944E+11,3.53567E+11,3.79622E+11,4.02151E+11,4.16939E+11,4.11014E+11,3.9597E+11
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,"Iran, Islamic Rep.",IRN,19768742370,17260291984,7481954468,7013042465,5817911004,6455859301,6058410416,6819093933,5773699804,4855393068,5433188396,10348874167,9950397347
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Iraq,IRQ,..,..,..,..,..,19135602755,23367191730,28109428225,27835914160,27535398709,26387669577,25341439233,22588087264
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Israel,ISR,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Italy,ITA,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Jamaica,JAM,14193366149,14294408940,14253978535,12896250613,14084362821,14075342975,14025942395,14604848916,16391872501,16010597889,15914077389,17782171681,17560209002
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Jordan,JOR,16894215041,17477930467,18297915662,23003169930,24125234089,25598481275,27110465348,30051818035,31925591354,33493554482,38038131760,41718455873,41203660882
